70035 silly lifecycle locate-path@2.0.0~preinstall: no script for preinstall, continuing
76241 silly install chalk@2.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\chalk-5316da02
76242 info lifecycle chalk@2.3.0~install: chalk@2.3.0
76243 silly lifecycle chalk@2.3.0~install: no script for install, continuing
76244 silly install source-map@0.6.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-5f02a248
76245 info lifecycle source-map@0.6.1~install: source-map@0.6.1
76246 silly lifecycle source-map@0.6.1~install: no script for install, continuing
76247 silly install supports-color@5.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-a1869a33
76248 info lifecycle supports-color@5.1.0~install: supports-color@5.1.0
76249 silly lifecycle supports-color@5.1.0~install: no script for install, continuing
76250 silly install postcss@6.0.15 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-c2710c3a
76251 info lifecycle postcss@6.0.15~install: postcss@6.0.15
76252 silly lifecycle postcss@6.0.15~install: no script for install, continuing
76253 silly install ansi-styles@3.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ansi-styles-0cbbe3b6
76254 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
76255 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
76256 silly install has-flag@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\has-flag-860bbf9e
76257 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
76258 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
76259 silly install supports-color@4.5.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-2d5c3bfb
76260 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
76261 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
76262 silly install chalk@2.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\chalk-eb3ae260
76263 info lifecycle chalk@2.3.0~install: chalk@2.3.0
76264 silly lifecycle chalk@2.3.0~install: no script for install, continuing
76265 silly install source-map@0.6.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-7603dd6e
76266 info lifecycle source-map@0.6.1~install: source-map@0.6.1
76267 silly lifecycle source-map@0.6.1~install: no script for install, continuing
76268 silly install supports-color@5.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-291b76c6
76269 info lifecycle supports-color@5.1.0~install: supports-color@5.1.0
76270 silly lifecycle supports-color@5.1.0~install: no script for install, continuing
76271 silly install postcss@6.0.15 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-d72c41a3
76272 info lifecycle postcss@6.0.15~install: postcss@6.0.15
76273 silly lifecycle postcss@6.0.15~install: no script for install, continuing
76274 silly install ansi-styles@3.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ansi-styles-1b649c6a
76275 info lifecycle ansi-styles@3.2.0~install: ansi-styles@3.2.0
76276 silly lifecycle ansi-styles@3.2.0~install: no script for install, continuing
76277 silly install has-flag@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\has-flag-4c06d597
76278 info lifecycle has-flag@2.0.0~install: has-flag@2.0.0
76279 silly lifecycle has-flag@2.0.0~install: no script for install, continuing
76280 silly install supports-color@4.5.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-6f0f9ac2
76281 info lifecycle supports-color@4.5.0~install: supports-color@4.5.0
76282 silly lifecycle supports-color@4.5.0~install: no script for install, continuing
76283 silly install chalk@2.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\chalk-db4ff481
76284 info lifecycle chalk@2.3.0~install: chalk@2.3.0
76285 silly lifecycle chalk@2.3.0~install: no script for install, continuing
76286 silly install source-map@0.6.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\source-map-630a89eb
76287 info lifecycle source-map@0.6.1~install: source-map@0.6.1
76288 silly lifecycle source-map@0.6.1~install: no script for install, continuing
76289 silly install supports-color@5.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-d26d157d
76290 info lifecycle supports-color@5.1.0~install: supports-color@5.1.0
76291 silly lifecycle supports-color@5.1.0~install: no script for install, continuing
76292 silly install postcss@6.0.15 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-0179fbf3
76293 info lifecycle postcss@6.0.15~install: postcss@6.0.15
76294 silly lifecycle postcss@6.0.15~install: no script for install, continuing
76295 silly install postcss-modules-values@1.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-modules-values-e979302a
76296 info lifecycle postcss-modules-values@1.3.0~install: postcss-modules-values@1.3.0
76297 silly lifecycle postcss-modules-values@1.3.0~install: no script for install, continuing
76298 silly install postcss-value-parser@3.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-value-parser-c7169de8
76299 info lifecycle postcss-value-parser@3.3.0~install: postcss-value-parser@3.3.0
76300 silly lifecycle postcss-value-parser@3.3.0~install: no script for install, continuing
76301 silly install supports-color@3.2.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\supports-color-147c8d6f
76302 info lifecycle supports-color@3.2.3~install: supports-color@3.2.3
76303 silly lifecycle supports-color@3.2.3~install: no script for install, continuing
76304 silly install prepend-http@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\prepend-http-d2c6bd9d
76305 info lifecycle prepend-http@1.0.4~install: prepend-http@1.0.4
76306 silly lifecycle prepend-http@1.0.4~install: no script for install, continuing
76307 silly install preserve@0.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\preserve-29490a7b
76308 info lifecycle preserve@0.2.0~install: preserve@0.2.0
76309 silly lifecycle preserve@0.2.0~install: no script for install, continuing
76310 silly install private@0.1.8 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\private-4796c1c6
76311 info lifecycle private@0.1.8~install: private@0.1.8
76312 silly lifecycle private@0.1.8~install: no script for install, continuing
76313 silly install process@0.11.10 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\process-bbb602b5
76314 info lifecycle process@0.11.10~install: process@0.11.10
76315 silly lifecycle process@0.11.10~install: no script for install, continuing
76316 silly install process-nextick-args@1.0.7 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\process-nextick-args-31098d85
76317 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
76318 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
76319 silly install proto-list@1.2.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\proto-list-f3d42087
76320 info lifecycle proto-list@1.2.4~install: proto-list@1.2.4
76321 silly lifecycle proto-list@1.2.4~install: no script for install, continuing
76322 silly install config-chain@1.1.11 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\config-chain-9f83c154
76323 info lifecycle config-chain@1.1.11~install: config-chain@1.1.11
76324 silly lifecycle config-chain@1.1.11~install: no script for install, continuing
76325 silly install proxy-addr@2.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\proxy-addr-666f08c9
76326 info lifecycle proxy-addr@2.0.2~install: proxy-addr@2.0.2
76327 silly lifecycle proxy-addr@2.0.2~install: no script for install, continuing
76328 silly install prr@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\prr-b7506cdd
76329 info lifecycle prr@1.0.1~install: prr@1.0.1
76330 silly lifecycle prr@1.0.1~install: no script for install, continuing
76331 silly install errno@0.1.6 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\errno-e829622c
76332 info lifecycle errno@0.1.6~install: errno@0.1.6
76333 silly lifecycle errno@0.1.6~install: no script for install, continuing
76334 silly install pseudomap@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\pseudomap-aa73843a
76335 info lifecycle pseudomap@1.0.2~install: pseudomap@1.0.2
76336 silly lifecycle pseudomap@1.0.2~install: no script for install, continuing
76337 silly install lru-cache@3.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\lru-cache-a1f431c9
76338 info lifecycle lru-cache@3.2.0~install: lru-cache@3.2.0
76339 silly lifecycle lru-cache@3.2.0~install: no script for install, continuing
76340 silly install punycode@1.4.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\punycode-5dd63cc8
76341 info lifecycle punycode@1.4.1~install: punycode@1.4.1
76342 silly lifecycle punycode@1.4.1~install: no script for install, continuing
76343 silly install q@1.5.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\q-50c4bf23
76344 info lifecycle q@1.5.1~install: q@1.5.1
76345 silly lifecycle q@1.5.1~install: no script for install, continuing
76346 silly install coa@1.0.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\coa-d43ba131
76347 info lifecycle coa@1.0.4~install: coa@1.0.4
76348 silly lifecycle coa@1.0.4~install: no script for install, continuing
76349 silly install qs@6.5.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\qs-bca96aae
76350 info lifecycle qs@6.5.1~install: qs@6.5.1
76351 silly lifecycle qs@6.5.1~install: no script for install, continuing
76352 silly install querystring@0.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\querystring-09dda611
76353 info lifecycle querystring@0.2.0~install: querystring@0.2.0
76354 silly lifecycle querystring@0.2.0~install: no script for install, continuing
76355 silly install querystring-es3@0.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\querystring-es3-5d542a20
76356 info lifecycle querystring-es3@0.2.1~install: querystring-es3@0.2.1
76357 silly lifecycle querystring-es3@0.2.1~install: no script for install, continuing
76358 silly install kind-of@3.2.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\kind-of-0f033630
76359 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
76360 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
76361 silly install is-number@3.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\is-number-609664c8
76362 info lifecycle is-number@3.0.0~install: is-number@3.0.0
76363 silly lifecycle is-number@3.0.0~install: no script for install, continuing
76364 silly install kind-of@4.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\kind-of-9e787895
76365 info lifecycle kind-of@4.0.0~install: kind-of@4.0.0
76366 silly lifecycle kind-of@4.0.0~install: no script for install, continuing
76367 silly install randomatic@1.1.7 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\randomatic-619cf0ea
76368 info lifecycle randomatic@1.1.7~install: randomatic@1.1.7
76369 silly lifecycle randomatic@1.1.7~install: no script for install, continuing
76370 silly install range-parser@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\range-parser-adb0f171
76371 info lifecycle range-parser@1.2.0~install: range-parser@1.2.0
76372 silly lifecycle range-parser@1.2.0~install: no script for install, continuing
76373 silly install path-exists@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\path-exists-9af2504e
76374 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
76375 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
76376 silly install find-up@1.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\find-up-7cd9ad7b
76377 info lifecycle find-up@1.1.2~install: find-up@1.1.2
76378 silly lifecycle find-up@1.1.2~install: no script for install, continuing
76379 silly install isarray@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\isarray-4e89fcef
76380 info lifecycle isarray@1.0.0~install: isarray@1.0.0
76381 silly lifecycle isarray@1.0.0~install: no script for install, continuing
76382 silly install balanced-match@0.4.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\balanced-match-df1d5b91
76383 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
76384 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
76385 silly install balanced-match@0.4.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\balanced-match-3938fbef
76386 info lifecycle balanced-match@0.4.2~install: balanced-match@0.4.2
76387 silly lifecycle balanced-match@0.4.2~install: no script for install, continuing
76388 silly install reduce-function-call@1.0.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\reduce-function-call-52a6cd26
76389 info lifecycle reduce-function-call@1.0.2~install: reduce-function-call@1.0.2
76390 silly lifecycle reduce-function-call@1.0.2~install: no script for install, continuing
76391 silly install reduce-css-calc@1.3.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\reduce-css-calc-134f1f13
76392 info lifecycle reduce-css-calc@1.3.0~install: reduce-css-calc@1.3.0
76393 silly lifecycle reduce-css-calc@1.3.0~install: no script for install, continuing
76394 silly install regenerate@1.3.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regenerate-f028a59b
76395 info lifecycle regenerate@1.3.3~install: regenerate@1.3.3
76396 silly lifecycle regenerate@1.3.3~install: no script for install, continuing
76397 silly install regenerator-runtime@0.11.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regenerator-runtime-0b6a57e5
76398 info lifecycle regenerator-runtime@0.11.1~install: regenerator-runtime@0.11.1
76399 silly lifecycle regenerator-runtime@0.11.1~install: no script for install, continuing
76400 silly install babel-runtime@6.26.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-runtime-2c0458b9
76401 info lifecycle babel-runtime@6.26.0~install: babel-runtime@6.26.0
76402 silly lifecycle babel-runtime@6.26.0~install: no script for install, continuing
76403 silly install babel-messages@6.23.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-messages-d4d055a9
76404 info lifecycle babel-messages@6.23.0~install: babel-messages@6.23.0
76405 silly lifecycle babel-messages@6.23.0~install: no script for install, continuing
76406 silly install babel-plugin-check-es2015-constants@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-check-es2015-constants-fe6edbe8
76407 info lifecycle babel-plugin-check-es2015-constants@6.22.0~install: babel-plugin-check-es2015-constants@6.22.0
76408 silly lifecycle babel-plugin-check-es2015-constants@6.22.0~install: no script for install, continuing
76409 silly install babel-plugin-transform-es2015-arrow-functions@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-arrow-functions-bdb200a4
76410 info lifecycle babel-plugin-transform-es2015-arrow-functions@6.22.0~install: babel-plugin-transform-es2015-arrow-functions@6.22.0
76411 silly lifecycle babel-plugin-transform-es2015-arrow-functions@6.22.0~install: no script for install, continuing
76412 silly install babel-plugin-transform-es2015-block-scoped-functions@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-block-scoped-functions-cb852b99
76413 info lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.22.0~install: babel-plugin-transform-es2015-block-scoped-functions@6.22.0
76414 silly lifecycle babel-plugin-transform-es2015-block-scoped-functions@6.22.0~install: no script for install, continuing
76415 silly install babel-plugin-transform-es2015-destructuring@6.23.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-destructuring-098eec3d
76416 info lifecycle babel-plugin-transform-es2015-destructuring@6.23.0~install: babel-plugin-transform-es2015-destructuring@6.23.0
76417 silly lifecycle babel-plugin-transform-es2015-destructuring@6.23.0~install: no script for install, continuing
76418 silly install babel-plugin-transform-es2015-for-of@6.23.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-for-of-aed54e30
76419 info lifecycle babel-plugin-transform-es2015-for-of@6.23.0~install: babel-plugin-transform-es2015-for-of@6.23.0
76420 silly lifecycle babel-plugin-transform-es2015-for-of@6.23.0~install: no script for install, continuing
76421 silly install babel-plugin-transform-es2015-literals@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-literals-12f48aa3
76422 info lifecycle babel-plugin-transform-es2015-literals@6.22.0~install: babel-plugin-transform-es2015-literals@6.22.0
76423 silly lifecycle babel-plugin-transform-es2015-literals@6.22.0~install: no script for install, continuing
76424 silly install babel-plugin-transform-es2015-spread@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-spread-3a017199
76425 info lifecycle babel-plugin-transform-es2015-spread@6.22.0~install: babel-plugin-transform-es2015-spread@6.22.0
76426 silly lifecycle babel-plugin-transform-es2015-spread@6.22.0~install: no script for install, continuing
76427 silly install babel-plugin-transform-es2015-template-literals@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-template-literals-b6dee7ba
76428 info lifecycle babel-plugin-transform-es2015-template-literals@6.22.0~install: babel-plugin-transform-es2015-template-literals@6.22.0
76429 silly lifecycle babel-plugin-transform-es2015-template-literals@6.22.0~install: no script for install, continuing
76430 silly install babel-plugin-transform-es2015-typeof-symbol@6.23.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-es2015-typeof-symbol-54d50868
76431 info lifecycle babel-plugin-transform-es2015-typeof-symbol@6.23.0~install: babel-plugin-transform-es2015-typeof-symbol@6.23.0
76432 silly lifecycle babel-plugin-transform-es2015-typeof-symbol@6.23.0~install: no script for install, continuing
76433 silly install babel-plugin-transform-export-extensions@6.22.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-export-extensions-fffb0ad4
76434 info lifecycle babel-plugin-transform-export-extensions@6.22.0~install: babel-plugin-transform-export-extensions@6.22.0
76435 silly lifecycle babel-plugin-transform-export-extensions@6.22.0~install: no script for install, continuing
76436 silly install babel-plugin-transform-object-rest-spread@6.26.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\babel-plugin-transform-object-rest-spread-6168e949
76437 info lifecycle babel-plugin-transform-object-rest-spread@6.26.0~install: babel-plugin-transform-object-rest-spread@6.26.0
76438 silly lifecycle babel-plugin-transform-object-rest-spread@6.26.0~install: no script for install, continuing
76439 silly install regex-cache@0.4.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regex-cache-fbdc5b30
76440 info lifecycle regex-cache@0.4.4~install: regex-cache@0.4.4
76441 silly lifecycle regex-cache@0.4.4~install: no script for install, continuing
76442 silly install regjsgen@0.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regjsgen-33d3c4c2
76443 info lifecycle regjsgen@0.2.0~install: regjsgen@0.2.0
76444 silly lifecycle regjsgen@0.2.0~install: no script for install, continuing
76445 silly install jsesc@0.5.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\jsesc-43d8165c
76446 info lifecycle jsesc@0.5.0~install: jsesc@0.5.0
76447 silly lifecycle jsesc@0.5.0~install: no script for install, continuing
76448 silly install regjsparser@0.1.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regjsparser-7c038bf5
76449 info lifecycle regjsparser@0.1.5~install: regjsparser@0.1.5
76450 silly lifecycle regjsparser@0.1.5~install: no script for install, continuing
76451 silly install regexpu-core@1.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regexpu-core-7621c154
76452 info lifecycle regexpu-core@1.0.0~install: regexpu-core@1.0.0
76453 silly lifecycle regexpu-core@1.0.0~install: no script for install, continuing
76454 silly install css-selector-tokenizer@0.7.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\css-selector-tokenizer-96ff6851
76455 info lifecycle css-selector-tokenizer@0.7.0~install: css-selector-tokenizer@0.7.0
76456 silly lifecycle css-selector-tokenizer@0.7.0~install: no script for install, continuing
76457 silly install postcss-modules-local-by-default@1.2.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-modules-local-by-default-17f5faed
76458 info lifecycle postcss-modules-local-by-default@1.2.0~install: postcss-modules-local-by-default@1.2.0
76459 silly lifecycle postcss-modules-local-by-default@1.2.0~install: no script for install, continuing
76460 silly install postcss-modules-scope@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\postcss-modules-scope-3558f2cb
76461 info lifecycle postcss-modules-scope@1.1.0~install: postcss-modules-scope@1.1.0
76462 silly lifecycle postcss-modules-scope@1.1.0~install: no script for install, continuing
76463 silly install regexpu-core@2.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\regexpu-core-8533bc14
76464 info lifecycle regexpu-core@2.0.0~install: regexpu-core@2.0.0
76465 silly lifecycle regexpu-core@2.0.0~install: no script for install, continuing
76466 silly install relateurl@0.2.7 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\relateurl-7d807a53
76467 info lifecycle relateurl@0.2.7~install: relateurl@0.2.7
76468 silly lifecycle relateurl@0.2.7~install: no script for install, continuing
76469 silly install remove-trailing-separator@1.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\remove-trailing-separator-b297729e
76470 info lifecycle remove-trailing-separator@1.1.0~install: remove-trailing-separator@1.1.0
76471 silly lifecycle remove-trailing-separator@1.1.0~install: no script for install, continuing
76472 silly install normalize-path@2.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\normalize-path-e58f08f3
76473 info lifecycle normalize-path@2.1.1~install: normalize-path@2.1.1
76474 silly lifecycle normalize-path@2.1.1~install: no script for install, continuing
76475 silly install utila@0.3.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\utila-1132660e
76476 info lifecycle utila@0.3.3~install: utila@0.3.3
76477 silly lifecycle utila@0.3.3~install: no script for install, continuing
76478 silly install repeat-element@1.1.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\repeat-element-85f1bd99
76479 info lifecycle repeat-element@1.1.2~install: repeat-element@1.1.2
76480 silly lifecycle repeat-element@1.1.2~install: no script for install, continuing
76481 silly install repeat-string@1.6.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\repeat-string-196a8f63
76482 info lifecycle repeat-string@1.6.1~install: repeat-string@1.6.1
76483 silly lifecycle repeat-string@1.6.1~install: no script for install, continuing
76484 silly install align-text@0.1.4 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\align-text-331da39f
76485 info lifecycle align-text@0.1.4~install: align-text@0.1.4
76486 silly lifecycle align-text@0.1.4~install: no script for install, continuing
76487 silly install center-align@0.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\center-align-de550d4e
76488 info lifecycle center-align@0.1.3~install: center-align@0.1.3
76489 silly lifecycle center-align@0.1.3~install: no script for install, continuing
76490 silly install fill-range@2.2.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\fill-range-b77e1f5c
76491 info lifecycle fill-range@2.2.3~install: fill-range@2.2.3
76492 silly lifecycle fill-range@2.2.3~install: no script for install, continuing
76493 silly install expand-range@1.8.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\expand-range-8fe0a007
76494 info lifecycle expand-range@1.8.2~install: expand-range@1.8.2
76495 silly lifecycle expand-range@1.8.2~install: no script for install, continuing
76496 silly install braces@1.8.5 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\braces-40791cee
76497 info lifecycle braces@1.8.5~install: braces@1.8.5
76498 silly lifecycle braces@1.8.5~install: no script for install, continuing
76499 silly install micromatch@2.3.11 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\micromatch-17fd24f5
76500 info lifecycle micromatch@2.3.11~install: micromatch@2.3.11
76501 silly lifecycle micromatch@2.3.11~install: no script for install, continuing
76502 silly install anymatch@1.3.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\anymatch-b4fe050c
76503 info lifecycle anymatch@1.3.2~install: anymatch@1.3.2
76504 silly lifecycle anymatch@1.3.2~install: no script for install, continuing
76505 silly install repeating@2.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\repeating-3118c387
76506 info lifecycle repeating@2.0.1~install: repeating@2.0.1
76507 silly lifecycle repeating@2.0.1~install: no script for install, continuing
76508 silly install detect-indent@4.0.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\detect-indent-e36b42f7
76509 info lifecycle detect-indent@4.0.0~install: detect-indent@4.0.0
76510 silly lifecycle detect-indent@4.0.0~install: no script for install, continuing
76511 silly install indent-string@2.1.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\indent-string-1d7d0f5e
76512 info lifecycle indent-string@2.1.0~install: indent-string@2.1.0
76513 silly lifecycle indent-string@2.1.0~install: no script for install, continuing
76514 silly install qs@6.3.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\qs-7e09c140
76515 info lifecycle qs@6.3.2~install: qs@6.3.2
76516 silly lifecycle qs@6.3.2~install: no script for install, continuing
76517 silly install require-directory@2.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\require-directory-f7aed30f
76518 info lifecycle require-directory@2.1.1~install: require-directory@2.1.1
76519 silly lifecycle require-directory@2.1.1~install: no script for install, continuing
76520 silly install require-from-string@1.2.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\require-from-string-e159eaf9
76521 info lifecycle require-from-string@1.2.1~install: require-from-string@1.2.1
76522 silly lifecycle require-from-string@1.2.1~install: no script for install, continuing
76523 silly install require-main-filename@1.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\require-main-filename-ad8499af
76524 info lifecycle require-main-filename@1.0.1~install: require-main-filename@1.0.1
76525 silly lifecycle require-main-filename@1.0.1~install: no script for install, continuing
76526 silly install resolve@1.5.0 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\resolve-7541e0ae
76527 info lifecycle resolve@1.5.0~install: resolve@1.5.0
76528 silly lifecycle resolve@1.5.0~install: no script for install, continuing
76529 silly install rechoir@0.6.2 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\rechoir-d3cf6088
76530 info lifecycle rechoir@0.6.2~install: rechoir@0.6.2
76531 silly lifecycle rechoir@0.6.2~install: no script for install, continuing
76532 silly install right-align@0.1.3 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\right-align-1300e56d
76533 info lifecycle right-align@0.1.3~install: right-align@0.1.3
76534 silly lifecycle right-align@0.1.3~install: no script for install, continuing
76535 silly install ripemd160@2.0.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\ripemd160-193d5183
76536 info lifecycle ripemd160@2.0.1~install: ripemd160@2.0.1
76537 silly lifecycle ripemd160@2.0.1~install: no script for install, continuing
76538 silly install safe-buffer@5.1.1 D:\Users\quancongjin550\Desktop\vsf-demo\demo\node_modules\.staging\safe-buffer-42b8c6ff
76539 info lifecycle safe-buffer@5.1.1~install: safe-buffer@5.1.1
